Date,Open,fb_close,google_close,amazon_close,apple_close
2013/1/24,1494.810059,31.08,374.668152,273.459991,64.35714
2013/1/25,1494.819946,31.540001,374.399902,283.98999,62.84
2013/1/28,1502.959961,32.470001,372.939392,276.040009,64.261429
2013/1/29,1500.180054,30.790001,374.404846,260.350006,65.46714
2013/1/30,1507.839966,31.24,374.47937,272.76001,65.261429
2013/1/31,1501.959961,30.98,375.403351,265.5,65.07
2013/2/1,1498.109985,29.73,385.294037,265,64.802856
2013/2/4,1513.170044,28.110001,377.057617,259.980011,63.188572
2013/2/5,1495.709961,28.639999,380.395905,266.890015,65.405716
2013/2/6,1511.290039,29.049999,382.596588,262.220001,65.335716
2013/2/7,1512.119995,28.65,384.474365,260.230011,66.888573
2013/2/8,1509.390015,28.549999,390.147461,261.950012,67.854286
2013/2/11,1517.930054,28.26,388.682007,257.209991,68.561432
2013/2/12,1517.01001,27.370001,387.827545,258.700012,66.842857
2013/2/13,1519.430054,27.91,388.900574,269.470001,66.715714
2013/2/14,1520.329956,28.5,391.364563,269.23999,66.655716
2013/2/15,1521.380005,28.32,393.883179,265.089996,65.737144
2013/2/19,1519.790039,28.93,400.818054,269.75,65.71286
2013/2/20,1530.939941,28.459999,393.669556,266.410004,64.121429
2013/2/21,1511.949951,27.280001,395.194641,265.940002,63.722858
2013/2/22,1502.420044,27.129999,397.271149,265.420013,64.401428
2013/2/25,1515.599976,27.27,392.830017,259.869995,63.257141
2013/2/26,1487.849976,27.389999,392.512085,259.359985,64.138573
2013/2/27,1496.939941,26.870001,397.305908,263.25,63.509998
2013/2/28,1515.98999,27.25,398.011322,264.269989,63.057144
2013/3/1,1514.680054,27.780001,400.490204,265.73999,61.495716
2013/3/4,1518.199951,27.719999,408.095734,273.109985,60.007141
2013/3/5,1525.199951,27.52,416.590485,275.589996,61.591427
2013/3/6,1539.790039,27.450001,413.003815,273.790009,60.808571
2013/3/7,1541.459961,28.58,413.609863,273.880005,61.511429
2013/3/8,1544.26001,27.959999,413.073364,274.190002,61.674286
2013/3/11,1551.150024,28.139999,414.712708,271.23999,62.552856
2013/3/12,1556.219971,27.83,411.130981,274.130005,61.204285
2013/3/13,1552.47998,27.08,409.988434,275.100006,61.192856
2013/3/14,1554.52002,27.040001,408.115601,265.73999,61.785713
2013/3/15,1563.209961,26.65,404.518982,261.820007,63.380001
2013/3/18,1560.699951,26.49,401.285034,257.890015,65.102859
2013/3/19,1552.099976,26.549999,403.038635,256.410004,64.927139
2013/3/20,1548.339966,25.860001,404.722656,257.279999,64.582855
2013/3/21,1558.709961,25.74,403.00882,253.389999,64.675713
2013/3/22,1545.900024,25.73,402.536896,257.75,65.987144
2013/3/25,1556.890015,25.129999,402.204041,256.019989,66.225716
2013/3/26,1551.689941,25.209999,403.585083,260.309998,65.877144
2013/3/27,1563.75,26.09,398.736603,265.299988,64.582855
2013/3/28,1562.859985,25.58,394.528961,266.48999,63.237144
2013/4/1,1569.180054,25.530001,398.006348,261.609985,61.272858
2013/4/2,1562.170044,25.42,403.893066,263.320007,61.398571
2013/4/3,1570.25,26.25,400.495178,259.029999,61.712856
2013/4/4,1553.689941,27.07,394.966125,259.079987,61.102856
2013/4/5,1559.97998,27.389999,388.994965,255.479996,60.457142
2013/4/8,1553.26001,26.85,384.921448,258.950012,60.887142
2013/4/9,1563.109985,26.59,386.312408,261.140015,60.997143
2013/4/10,1568.609985,27.57,392.536926,264.769989,62.241428
2013/4/11,1587.72998,28.02,392.641235,269.850006,62.047142
2013/4/12,1593.300049,27.4,392.472351,272.869995,61.400002
2013/4/15,1588.839966,26.52,388.438568,267.720001,59.978573
2013/4/16,1552.359985,26.92,394.121613,272.339996,60.89143
2013/4/17,1574.569946,26.629999,388.751556,267.399994,57.542858
2013/4/18,1552.030029,25.690001,380.480347,259.420013,56.007141
2013/4/19,1541.609985,25.73,397.350616,260.320007,55.790001
2013/4/22,1555.25,25.969999,397.469849,263.549988,56.952858
2013/4/23,1562.5,25.98,401.339661,268.899994,58.01857
2013/4/24,1578.780029,26.110001,404.096741,268.779999,57.922855
2013/4/25,1578.930054,26.139999,401.935791,274.700012,58.34
2013/4/26,1585.160034,26.85,398.120605,254.809998,59.599998
2013/4/29,1582.339966,26.98,406.883606,249.740005,61.445713
2013/4/30,1593.579956,27.77,409.620819,253.809998,63.254284
2013/5/1,1597.550049,27.43,407.564178,248.229996,62.755714
2013/5/2,1582.77002,28.969999,412.124542,252.550003,63.645714
2013/5/3,1597.599976,28.309999,420.127472,258.049988,64.28286
2013/5/6,1614.400024,27.57,427.991333,255.720001,65.815712
2013/5/7,1617.550049,26.889999,425.845276,257.730011,65.522858
2013/5/8,1625.949951,27.120001,433.99231,258.679993,66.262856
2013/5/9,1632.689941,27.040001,432.924255,260.160004,65.252853
2013/5/10,1626.689941,26.68,437.270966,263.630005,64.709999
2013/5/13,1632.099976,26.82,435.929688,264.51001,64.96286
2013/5/14,1633.75,27.07,440.683777,268.329987,63.408573
2013/5/15,1649.130005,26.6,454.985748,266.559998,61.264286
2013/5/16,1658.069946,26.129999,449.014587,264.119995,62.082859
2013/5/17,1652.449951,26.25,451.652435,269.899994,61.894287
2013/5/20,1665.709961,25.76,451.329529,267.630005,63.275715
2013/5/21,1666.199951,25.66,450.554565,268.859985,62.808571
2013/5/22,1669.390015,25.16,441.836273,262.959991,63.049999
2013/5/23,1651.619995,25.059999,438.542694,261.799988,63.162857
2013/5/24,1646.670044,24.309999,433.838287,261.73999,63.592857
2013/5/28,1652.630005,24.1,437.787628,267.290009,63.062859
2013/5/29,1656.569946,23.32,431.349487,265.529999,63.564285
2013/5/30,1649.140015,24.549999,432.566559,266.829987,64.511429
2013/5/31,1652.130005,24.35,432.795074,269.200012,64.247147
2013/6/3,1631.709961,23.85,431.011688,266.880005,64.388573
2013/6/4,1640.72998,23.52,426.774231,265.700012,64.187141
2013/6/5,1629.050049,22.9,427.072296,267.170013,63.587143
2013/6/6,1609.290039,22.969999,429.526337,267.829987,62.637142
2013/6/7,1625.27002,23.290001,437.022583,276.869995,63.115715
2013/6/10,1644.670044,24.33,442.233704,281.070007,62.69857
2013/6/11,1638.640015,24.030001,437.062317,274.779999,62.514286
2013/6/12,1629.939941,23.77,433.172638,271.670013,61.741428
2013/6/13,1612.150024,23.73,435.666412,275.790009,62.279999
2013/6/14,1635.52002,23.629999,434.692749,273.98999,61.435715
2013/6/17,1630.640015,24.02,440.261536,278.059998,61.714287
2013/6/18,1639.77002,24.209999,447.400085,281.76001,61.681427
2013/6/19,1651.829956,24.309999,447.429901,278.160004,60.42857
2013/6/20,1624.619995,23.9,439.511414,273.440002,59.548573
2013/6/21,1588.619995,24.530001,437.618713,273.359985,59.07143
2013/6/24,1588.77002,23.940001,432.084717,270.609985,57.505714
2013/6/25,1577.52002,24.25,430.3013,272.089996,57.51857
2013/6/26,1592.27002,24.16,434.002228,277.570007,56.867142
2013/6/27,1606.439941,24.66,435.701172,277.549988,56.254284
2013/6/28,1611.119995,24.879999,437.340515,277.690002,56.647144
2013/7/1,1609.780029,24.809999,441.071259,282.100006,58.459999
2013/7/2,1614.290039,24.41,438.30426,283.730011,59.784286
2013/7/3,1611.47998,24.52,440.350952,284.029999,60.114285
2013/7/5,1618.650024,24.370001,443.858124,285.880005,59.631428
2013/7/8,1634.199951,24.709999,449.620636,290.589996,59.292858
2013/7/9,1642.890015,25.48,449.69516,291.529999,60.335712
2013/7/10,1651.560059,25.799999,450.067749,292.329987,60.104286
2013/7/11,1657.410034,25.809999,457.146698,299.660004,61.041428
2013/7/12,1675.26001,25.91,458.517792,307.549988,60.93
2013/7/15,1679.589966,26.280001,459.35733,306.570007,61.062859
2013/7/16,1682.699951,26.32,456.83374,306.869995,61.457142
2013/7/17,1677.910034,26.65,456.307159,308.690002,61.472858
2013/7/18,1681.050049,26.18,452.397583,304.109985,61.68
2013/7/19,1686.150024,25.879999,445.403076,305.230011,60.707142
2013/7/22,1694.410034,26.049999,452.407532,303.480011,60.901428
2013/7/23,1696.630005,26.129999,448.979828,301.059998,59.855713
2013/7/24,1696.060059,26.51,448.532715,298.940002,62.93
2013/7/25,1685.209961,34.360001,440.981842,303.399994,62.642857
2013/7/26,1687.310059,34.009998,439.814423,312.01001,62.998573
2013/7/29,1690.319946,35.43,438.284393,306.100006,63.970001
2013/7/30,1687.920044,37.630001,442.581421,302.410004,64.760002
2013/7/31,1687.76001,36.799999,441.006683,301.220001,64.647141
2013/8/1,1689.420044,37.490002,449.188477,305.570007,65.239998
2013/8/2,1706.099976,38.049999,450.355865,304.209991,66.077141
2013/8/5,1708.01001,39.189999,449.575928,300.98999,67.064285
2013/8/6,1705.790039,38.549999,445.388184,300.75,66.464287
2013/8/7,1695.300049,38.869999,442.447296,296.910004,66.425713
2013/8/8,1693.349976,38.540001,443.445801,295.73999,65.858574
2013/8/9,1696.099976,38.5,442.328094,297.26001,64.921425
2013/8/12,1688.369995,38.220001,439.893921,296.690002,66.765717
2013/8/13,1690.650024,37.02,437.777679,293.970001,69.938568
2013/8/14,1693.880005,36.650002,432.094635,291.339996,71.214287
2013/8/15,1679.609985,36.560001,427.052429,286.470001,71.129997
2013/8/16,1661.219971,37.080002,425.68631,284.820007,71.761429
2013/8/19,1655.25,37.810001,430.028076,285.570007,72.534286
2013/8/20,1646.810059,38.41,429.913818,287.089996,71.581429
2013/8/21,1650.660034,38.32,431.856201,284.570007,71.765717
2013/8/22,1645.030029,38.549999,434.032043,289.730011,71.851425
2013/8/23,1659.920044,40.549999,432.293335,290.01001,71.574287
2013/8/26,1664.290039,41.34,430.395691,286.209991,71.852859
2013/8/27,1652.540039,39.639999,422.328156,280.929993,69.798569
2013/8/28,1630.25,40.549999,421.533325,281.579987,70.128571
2013/8/29,1633.5,41.279999,424.951111,283.980011,70.242859
2013/8/30,1638.890015,41.290001,420.713654,280.980011,69.602859
2013/9/3,1635.949951,41.869999,427.410095,288.799988,69.797142
2013/9/4,1640.719971,41.779999,432.998749,293.640015,71.241432
2013/9/5,1653.280029,42.66,436.938141,294.100006,70.752853
2013/9/6,1657.439941,43.950001,436.948059,295.859985,71.174286
2013/9/9,1656.849976,44.040001,441.155701,299.709991,72.309998
2013/9/10,1675.109985,43.599998,441.463715,300.359985,70.662857
2013/9/11,1681.040039,45.040001,445.199402,299.640015,66.815712
2013/9/12,1689.209961,44.75,443.644531,298.859985,67.527145
2013/9/13,1685.040039,44.310001,441.662415,297.920013,66.414284
2013/9/16,1691.699951,42.509998,441.011658,296.059998,64.302856
2013/9/17,1697.72998,45.07,440.191986,304.170013,65.045715
2013/9/18,1705.73999,45.23,448.741364,312.029999,66.382858
2013/9/19,1727.339966,45.98,446.292297,312.059998,67.471428
2013/9/20,1722.439941,47.490002,448.637054,316.339996,66.772858
2013/9/23,1711.439941,47.189999,440.385712,311.48999,70.091431
2013/9/24,1702.599976,48.450001,440.554626,314.130005,69.871429
2013/9/25,1698.02002,49.459999,435.78067,312.649994,68.790001
2013/9/26,1694.050049,50.389999,436.24762,318.119995,69.459999
2013/9/27,1695.52002,51.240002,435.363373,316.01001,68.964287
2013/9/30,1687.26001,50.23,435.124939,312.640015,68.10714
2013/10/1,1682.410034,50.419998,440.634094,320.950012,69.708572
2013/10/2,1691.900024,50.279999,441.125916,320.51001,69.937141
2013/10/3,1692.349976,49.18,435.214355,314.76001,69.058571
2013/10/4,1678.790039,51.040001,433.356445,319.040009,69.004288
2013/10/7,1687.150024,50.52,430.072784,310.029999,69.678574
2013/10/8,1676.219971,47.139999,424.076782,303.230011,68.705711
2013/10/9,1656.98999,46.77,425.164703,298.230011,69.512856
2013/10/10,1660.880005,49.049999,431.314728,305.170013,69.94857
2013/10/11,1691.089966,49.110001,433.177612,310.890015,70.401428
2013/10/14,1699.859985,49.509998,435.224274,310.700012,70.862854
2013/10/15,1709.170044,49.5,438.155212,306.399994,71.239998
2013/10/16,1700.48999,51.139999,446.113464,310.48999,71.587143
2013/10/17,1720.170044,52.209999,441.523315,310.769989,72.071426
2013/10/18,1736.719971,54.220001,502.437134,328.929993,72.69857
2013/10/21,1745.199951,53.849998,498.408325,326.440002,74.480003
2013/10/22,1746.47998,52.68,500.246368,332.540009,74.267143
2013/10/23,1752.27002,51.900002,512.372498,326.76001,74.994286
2013/10/24,1747.47998,52.450001,509.461456,332.209991,75.987144
2013/10/25,1756.01001,51.950001,504.319885,363.390015,75.137146
2013/10/28,1759.420044,50.23,504.22052,358.160004,75.697144
2013/10/29,1762.930054,49.400002,514.771912,362.700012,73.811432
2013/10/30,1772.27002,49.009998,511.880707,361.079987,74.985718
2013/10/31,1763.23999,50.209999,511.960205,364.029999,74.671425
2013/11/1,1758.699951,49.75,510.20163,359,74.290001
2013/11/4,1763.400024,48.220001,509.739624,358.73999,75.25
2013/11/5,1765.670044,50.110001,507.459473,358.890015,75.064285
2013/11/6,1765,49.119999,508.070496,356.179993,74.417145
2013/11/7,1770.73999,47.560001,500.718323,343.559998,73.21286
2013/11/8,1748.369995,47.529999,504.732208,350.309998,74.365715
2013/11/11,1769.959961,46.200001,502.029785,354.380005,74.150002
2013/11/12,1769.51001,46.610001,502.620941,349.529999,74.28714
2013/11/13,1764.369995,48.709999,512.899109,356.220001,74.375717
2013/11/14,1782.75,48.990002,514.270142,367.399994,75.451431
2013/11/15,1790.660034,49.009998,513.440552,369.170013,74.998573
2013/11/18,1798.819946,45.830002,512.442078,366.179993,74.089996
2013/11/19,1790.790039,46.360001,509.287567,364.940002,74.221428
2013/11/20,1789.589966,46.43,507.851898,362.570007,73.571426
2013/11/21,1783.52002,46.700001,513.693909,368.920013,74.44857
2013/11/22,1797.209961,46.23,512.610962,372.309998,74.257141
2013/11/25,1806.329956,44.82,519.585571,376.640015,74.82
2013/11/26,1802.869995,45.889999,525.785278,381.369995,76.199997
2013/11/27,1803.47998,46.490002,528.120117,386.709991,77.994286
2013/11/29,1808.689941,47.009998,526.37146,393.619995,79.438568
2013/12/2,1806.550049,47.060001,523.832947,392.299988,78.747147
2013/12/3,1800.099976,46.73,523.226929,384.660004,80.902855
2013/12/4,1793.150024,48.619999,525.671021,385.959991,80.714287
2013/12/5,1792.819946,48.34,525.253723,384.48999,81.128571
2013/12/6,1788.359985,47.939999,531.478271,386.950012,80.002853
2013/12/9,1806.209961,48.84,535.586548,384.890015,80.918571
2013/12/10,1807.599976,50.25,538.825439,387.779999,80.792854
2013/12/11,1802.76001,49.380001,535.164246,382.190002,80.194283
2013/12/12,1781.709961,51.830002,531.522949,381.25,80.077141
2013/12/13,1777.97998,53.32,526.96759,384.23999,79.204285
2013/12/16,1777.47998,53.810001,533.023193,388.970001,79.64286
2013/12/17,1786.469971,54.860001,531.473267,387.649994,79.284286
2013/12/18,1781.459961,55.57,538.870178,395.959991,78.681427
2013/12/19,1809,55.049999,539.600403,395.190002,77.779999
2013/12/20,1810.390015,55.119999,546.753906,402.200012,78.431427
2013/12/23,1822.920044,57.77,553.947083,402.920013,81.441429
2013/12/24,1828.02002,57.959999,552.327637,399.200012,81.095711
2013/12/26,1834.959961,57.73,555.119507,404.390015,80.557144
2013/12/27,1842.969971,55.439999,555.586426,398.079987,80.012856
2013/12/30,1841.469971,53.709999,551.145325,393.369995,79.21714
2013/12/31,1842.609985,54.650002,556.734009,398.790009,80.145714
2014/1/2,1845.859985,54.709999,552.963501,397.970001,79.01857
2014/1/3,1833.209961,54.560001,548.929749,396.440002,77.28286
2014/1/6,1832.310059,57.200001,555.049927,393.630005,77.704285
2014/1/7,1828.709961,57.919998,565.750366,398.029999,77.148575
2014/1/8,1837.900024,58.23,566.927673,401.920013,77.637146
2014/1/9,1839,57.220001,561.468201,401.01001,76.645714
2014/1/10,1840.060059,57.939999,561.438354,397.660004,76.134285
2014/1/13,1841.26001,55.91,557.861633,390.980011,76.53286
2014/1/14,1821.359985,57.740002,570.986267,397.540009,78.055717
2014/1/15,1840.52002,57.599998,570.598816,395.869995,79.622856
2014/1/16,1847.98999,57.189999,574.374268,395.799988,79.178574
2014/1/17,1844.22998,56.299999,571.547607,399.609985,77.238571
2014/1/21,1841.050049,58.509998,578.090088,407.049988,78.438568
2014/1/22,1844.709961,57.509998,578.745789,404.540009,78.78714
2014/1/23,1842.290039,56.630001,576.301697,399.869995,79.454285
2014/1/24,1826.959961,54.450001,558.283875,387.600006,78.010002
2014/1/27,1791.030029,53.549999,547.056946,386.279999,78.64286
2014/1/28,1783,55.139999,557.876526,394.429993,72.35714
2014/1/29,1790.150024,53.529999,549.883545,384.200012,71.535713
2014/1/30,1777.170044,61.080002,564.02655,403.01001,71.397141
2014/1/31,1790.880005,62.57,586.669312,358.690002,71.514282
2014/2/3,1782.680054,61.48,563.052856,346.149994,71.647141
2014/2/4,1743.819946,62.75,565.402588,347.950012,72.684288
2014/2/5,1753.380005,62.189999,567.906311,346.450012,73.227142
